distance_km,traffic_level,weather,peak_hour,special_event,passenger_density,historical_delay,avg_speed,predicted_eta
28.22,1,Rain,0,1,69,5,42,83.13
10.41,8,Fog,1,1,44,9,31,77.33
32.29,5,Clear,0,0,100,11,42,90.39
13.07,5,Rain,0,1,37,1,37,58.96
22.1,7,Clear,0,0,90,9,21,73.33
4.67,7,Clear,1,0,44,12,31,53.21
8.84,6,Rain,1,1,30,7,57,70.16
12.54,1,Rain,1,0,25,1,34,44.2
15.67,9,Fog,0,0,34,15,57,74.35
29.83,7,Fog,1,1,51,10,20,111.56
11.13,8,Rain,0,0,62,4,21,55.67
21.28,10,Rain,0,1,98,9,27,100.35
19.77,3,Rain,0,1,77,6,49,76.04
2.03,2,Fog,1,1,52,1,45,39.54
33.51,1,Fog,1,1,29,9,57,102.67
14.35,5,Rain,1,0,93,8,41,70.27
7.97,8,Fog,1,0,84,12,43,69.94
28.29,9,Clear,1,0,99,15,43,104.65
16.82,10,Fog,0,0,93,6,60,71.9
11.83,7,Rain,0,1,43,0,23,63.33
26.44,1,Clear,1,0,62,1,46,67.46
33.89,8,Fog,0,1,42,0,20,100.93
16.17,4,Rain,1,1,64,6,55,79.64
2.9,7,Fog,1,0,28,14,57,53.91
15.06,4,Fog,1,0,52,8,50,63.13
28.98,4,Clear,1,0,59,14,21,92.26
17.4,2,Fog,0,0,41,10,41,54.66
15.4,7,Rain,1,0,23,0,31,63.44
3.32,7,Clear,0,1,81,12,29,54.26
9.44,3,Rain,0,1,49,7,25,53.94
27.99,8,Fog,0,1,77,6,58,98.46
25.05,8,Rain,1,0,36,12,46,99.34
19.38,8,Clear,0,1,96,2,32,78.31
23.5,1,Fog,1,1,71,12,20,89.27
6.1,1,Fog,0,1,26,13,22,44.58
25.39,7,Clear,0,0,73,6,58,77.04
12.27,6,Rain,0,0,40,11,23,59.11
11.71,6,Fog,1,0,33,4,25,56.74
33.98,1,Rain,1,0,78,10,47,97.62
22.79,8,Rain,1,1,68,15,40,110.69
8.97,9,Fog,1,1,67,5,48,75.25
5.85,9,Rain,1,1,41,3,58,67.93
21.73,5,Fog,0,1,62,4,35,76.53
14.47,1,Rain,1,0,63,14,40,64.41
23.87,7,Fog,1,1,41,9,34,99.36
17.66,2,Clear,0,0,32,2,24,39.87
28.46,10,Rain,0,0,89,5,58,98.24
31.18,5,Fog,0,0,28,10,43,85.34
8.87,6,Rain,0,1,99,14,55,73.2
26.53,10,Fog,0,0,84,4,54,87.19
5.56,8,Clear,0,0,96,14,25,50.5
23.59,9,Rain,0,1,32,7,47,94.02
5.82,3,Rain,1,1,94,0,58,54.47
27.08,5,Rain,0,0,95,13,22,90.32
26.16,7,Rain,1,0,49,7,26,94.08
31.62,9,Rain,1,0,75,0,24,105.39
10.44,1,Rain,0,1,49,8,25,52.56
3.3,10,Rain,1,1,45,11,27,76.64
15.94,3,Clear,0,1,80,4,26,58.94
2.04,4,Fog,1,1,26,10,36,53.71
4.29,10,Fog,1,1,75,11,27,76.94
33.32,9,Rain,0,1,22,1,28,105.57
17.9,5,Fog,0,0,79,14,44,70.05
29.07,7,Rain,1,0,32,3,51,91.79
7.92,1,Clear,1,1,90,9,43,54.95
10.24,7,Clear,1,1,82,8,26,72.21
12.49,5,Clear,1,1,25,2,50,62.1
9.45,6,Clear,1,1,57,1,47,59.42
22.77,2,Fog,1,1,47,1,20,79.62
11.09,5,Rain,1,0,79,5,31,63.64
10.74,3,Clear,1,0,27,8,30,48.46
25.01,6,Clear,1,1,29,13,31,96.5
9.23,5,Rain,0,0,90,10,53,53.69
16.64,9,Fog,0,1,36,12,48,85.5
18.13,1,Rain,1,0,50,7,39,62.95
18.56,8,Fog,1,1,79,9,26,96.09
26.3,5,Fog,0,1,34,8,32,86.59
21.3,1,Rain,1,1,24,1,43,72.62
7.16,7,Clear,1,1,82,6,59,66.79
13.57,8,Fog,1,0,92,1,30,68.6
9.22,3,Clear,0,1,97,11,40,53.31
16.11,10,Rain,1,1,96,13,42,105.7
15.09,10,Clear,0,0,24,15,34,67.5
30.26,7,Clear,1,1,60,2,51,99.54
11.44,7,Fog,1,1,97,10,36,83.22
19.81,6,Clear,1,0,36,8,22,73.0
7.86,5,Fog,0,1,88,1,34,53.17
6.69,7,Fog,0,1,41,15,58,64.14
26.51,8,Fog,1,0,29,11,48,95.75
26.65,2,Fog,1,0,24,0,36,68.4
16.57,8,Rain,1,1,90,1,23,89.14
15.01,10,Clear,0,1,79,10,47,78.89
12.64,7,Fog,1,0,98,7,32,70.85
31.63,9,Fog,0,0,30,6,47,92.88
32.77,5,Rain,1,1,54,10,33,116.59
6.63,2,Clear,0,1,55,11,36,46.14
32.52,5,Clear,0,1,94,11,30,100.39
12.33,6,Clear,0,1,61,5,33,59.91
13.15,7,Fog,1,0,77,13,24,76.88
23.8,8,Fog,1,1,86,5,37,102.0
11.9,3,Clear,0,0,68,8,41,44.22
15.67,2,Clear,1,1,51,8,37,67.31
7.5,4,Rain,1,0,92,7,38,57.52
32.62,7,Clear,1,1,41,1,44,100.93
26.78,6,Fog,1,0,53,1,23,84.88
22.47,6,Rain,1,0,83,0,50,79.72
29.96,5,Fog,0,1,90,7,51,95.92
19.91,1,Fog,0,0,51,7,35,53.56
7.12,1,Fog,0,0,25,15,48,38.25
23.06,9,Clear,1,1,78,11,27,103.93
27.87,5,Clear,0,0,59,12,50,77.98
3.0,10,Fog,0,0,36,4,31,41.08
30.16,1,Clear,1,0,81,10,40,83.5
12.04,9,Rain,1,0,59,15,28,81.39
10.32,7,Fog,1,1,96,8,58,77.5
10.86,8,Fog,1,1,49,0,29,69.79
32.32,2,Fog,0,0,77,12,37,86.97
9.79,5,Fog,0,0,91,3,34,44.98
13.72,3,Clear,0,1,30,4,52,51.27
28.63,9,Rain,0,0,84,2,56,92.72
14.99,10,Fog,1,0,48,2,54,74.72
5.9,2,Clear,0,0,33,15,25,31.57
12.26,6,Rain,0,1,38,6,53,66.38
11.13,3,Rain,0,1,61,9,29,60.18
26.9,6,Fog,1,1,25,6,53,99.43
24.84,8,Fog,1,1,59,14,49,109.49
11.02,9,Fog,1,1,39,2,39,74.68
18.13,5,Rain,0,0,57,4,60,62.89
25.64,2,Fog,0,0,23,6,43,63.72
25.63,10,Fog,0,1,77,10,21,105.78
10.22,3,Clear,0,1,94,7,39,52.61
27.89,9,Fog,0,0,47,3,36,83.35
21.59,5,Rain,0,1,69,11,32,87.69
23.66,6,Fog,0,1,72,1,29,81.32
5.29,7,Rain,0,1,93,1,54,54.32
9.13,3,Clear,0,1,70,1,37,41.22
9.96,4,Fog,1,0,97,13,60,64.45
3.15,10,Fog,1,1,43,15,41,75.02
31.68,4,Clear,1,1,50,14,50,106.4
5.86,9,Clear,1,0,42,13,21,57.87
9.53,10,Rain,0,0,97,10,47,68.63
8.21,10,Clear,0,0,31,8,47,50.86
33.33,4,Rain,1,0,100,8,48,102.28
7.37,3,Fog,0,1,96,12,54,57.24
12.08,2,Clear,0,0,25,13,36,41.72
6.21,8,Fog,1,0,85,9,47,62.79
21.34,4,Fog,1,0,86,5,27,74.99
28.94,6,Clear,1,0,78,6,25,89.03
9.54,10,Rain,0,1,68,10,57,77.82
21.61,7,Clear,0,1,28,6,24,77.03
10.52,10,Fog,1,1,37,7,35,79.09
31.03,2,Clear,0,0,98,0,60,69.17
7.47,1,Clear,1,0,39,8,26,37.89
28.13,8,Clear,0,0,73,15,26,92.95
15.97,4,Rain,1,1,80,14,45,90.39
22.92,2,Rain,1,0,39,5,42,70.55
28.18,8,Fog,1,1,82,3,45,106.36
5.15,2,Rain,1,0,68,15,53,51.21
5.09,3,Rain,0,1,38,2,57,42.09
9.75,7,Clear,0,1,44,9,32,58.14
6.09,9,Clear,1,0,68,15,53,62.29
9.37,5,Fog,0,0,89,14,60,53.58
4.44,10,Clear,0,1,45,11,28,59.5
29.96,5,Rain,1,0,100,3,48,97.09
29.73,6,Clear,0,0,31,11,41,80.45
13.34,6,Clear,1,0,92,6,25,62.29
22.31,8,Rain,0,1,30,11,35,92.19
20.09,1,Clear,1,1,92,11,57,80.41
11.87,6,Fog,1,0,65,10,26,65.47
2.29,5,Rain,1,0,51,1,32,38.94
16.7,9,Fog,1,1,63,8,47,93.83
2.49,6,Clear,0,0,63,8,28,30.61
6.86,5,Clear,0,0,46,11,60,41.13
31.62,9,Rain,0,0,91,3,49,98.63
34.84,3,Clear,1,0,68,0,55,86.84
20.0,1,Fog,0,0,43,4,43,50.66
34.83,5,Fog,0,0,48,4,58,86.64
5.03,7,Clear,1,1,66,4,57,58.19
12.68,8,Fog,0,0,59,10,47,62.2
9.04,5,Fog,0,1,55,9,25,59.18
3.2,8,Clear,0,0,26,6,34,34.57
13.89,4,Rain,0,1,39,5,41,61.86
9.42,6,Clear,1,1,95,12,54,73.25
9.02,7,Fog,1,0,52,9,57,60.31
9.9,6,Clear,0,1,53,15,57,65.63
19.06,9,Clear,0,0,42,9,57,69.13
23.18,2,Clear,1,1,53,5,23,76.25
15.4,3,Clear,1,1,29,2,34,61.01
15.67,3,Clear,1,1,65,0,60,64.82
22.66,1,Rain,1,1,79,4,43,83.44
30.06,3,Rain,0,1,36,3,37,85.51
13.17,7,Rain,0,1,91,5,45,73.76
2.9,9,Fog,0,0,58,14,36,50.01
26.65,6,Fog,1,1,54,4,34,99.34
34.52,2,Clear,0,1,81,11,29,96.09
3.89,9,Fog,0,1,34,5,28,54.8
23.42,1,Clear,1,0,72,1,25,60.97
17.84,2,Clear,1,1,68,3,21,68.59
18.96,1,Rain,1,0,84,11,56,72.46
15.54,4,Clear,1,0,45,3,58,55.05
2.3,5,Rain,0,1,59,4,46,45.52
26.46,10,Rain,1,1,64,10,60,119.38
9.23,6,Fog,1,1,28,4,47,63.91
7.53,8,Fog,0,0,84,1,22,46.28
33.82,3,Fog,0,0,81,10,55,88.75
26.24,3,Rain,0,0,66,8,49,76.87
18.81,6,Clear,0,1,22,12,21,72.63
9.37,5,Rain,1,0,78,1,50,54.0
27.02,10,Fog,1,1,76,13,23,120.56
4.85,9,Clear,1,1,63,7,59,64.1
10.9,4,Clear,1,0,88,1,28,49.2
8.49,4,Rain,1,1,87,3,51,63.28
27.08,2,Clear,1,0,51,9,45,77.45
12.9,4,Fog,0,1,72,10,38,64.75
14.17,4,Clear,0,1,79,1,21,53.07
10.02,10,Rain,1,0,85,8,44,77.33
6.2,6,Fog,1,0,33,12,40,55.71
13.26,5,Rain,0,0,25,0,41,45.52
28.15,3,Rain,0,1,58,5,20,89.81
16.8,4,Fog,0,1,47,13,44,74.82
8.45,9,Fog,1,1,28,13,20,78.29
20.57,9,Fog,1,1,56,3,46,94.74
30.14,9,Clear,1,1,41,11,27,112.7
3.08,6,Fog,1,0,78,13,44,54.14
11.92,8,Clear,1,0,86,9,57,67.48
33.95,9,Rain,0,0,22,0,55,94.46
19.32,8,Fog,0,1,66,10,47,86.34
16.37,1,Fog,1,1,42,13,35,74.66
11.16,4,Rain,1,0,28,1,48,52.21
21.38,9,Clear,1,1,43,12,38,100.34
23.14,7,Rain,1,0,30,1,47,81.19
10.12,1,Clear,1,0,77,6,53,44.81
18.9,5,Fog,1,0,75,9,60,78.31
19.99,9,Fog,0,1,49,13,29,94.38
29.97,6,Clear,1,1,85,10,22,107.64
19.84,10,Clear,0,0,76,15,50,80.38
2.76,6,Rain,0,0,54,6,45,38.12
8.65,7,Clear,1,0,25,7,50,52.89
28.42,9,Clear,0,0,28,14,39,89.31
10.24,2,Clear,0,0,34,15,20,42.11
19.87,5,Fog,1,0,28,6,41,69.83
20.77,2,Fog,1,0,29,9,45,69.91
17.9,8,Rain,1,0,45,14,55,89.2
6.46,4,Rain,0,0,97,15,49,50.41
22.56,8,Clear,1,0,36,11,46,84.06
24.47,6,Fog,1,1,88,0,43,91.22
30.72,6,Fog,0,0,78,12,44,95.0
32.74,9,Rain,1,0,23,8,21,110.44
4.43,7,Clear,0,0,40,15,50,42.4
5.93,5,Clear,0,1,77,11,56,52.0
9.14,5,Fog,0,1,21,12,54,59.3
16.57,8,Fog,1,1,55,15,46,96.5
7.07,4,Fog,0,1,42,8,26,51.41
21.41,5,Clear,1,0,73,11,33,78.57
20.46,6,Clear,1,0,86,5,31,73.81
11.42,4,Clear,0,1,53,2,51,50.39
10.99,4,Rain,0,1,38,0,31,51.86
5.74,9,Rain,0,0,24,12,34,52.78
32.53,7,Rain,1,1,56,5,30,115.78
6.45,7,Clear,1,1,54,13,60,67.16
12.58,6,Rain,1,0,24,9,20,67.51
30.52,5,Rain,1,1,65,0,51,100.94
16.47,6,Fog,1,1,69,5,29,83.25
27.4,2,Rain,1,0,77,13,60,90.79
21.82,7,Clear,1,1,58,0,55,81.63
31.45,6,Fog,0,1,64,10,31,102.43
22.88,7,Fog,0,0,23,3,38,67.3
9.75,4,Clear,1,1,54,2,60,54.13
4.1,6,Rain,0,0,61,14,48,49.32
9.14,1,Rain,0,0,32,2,37,31.69
3.0,3,Fog,0,1,44,1,27,35.29
28.11,5,Clear,0,1,33,1,58,79.88
18.16,8,Fog,0,0,86,11,42,76.4
19.59,2,Clear,0,1,27,3,48,56.61
2.21,10,Clear,1,0,28,13,49,54.14
34.15,7,Clear,1,1,45,11,46,115.49
4.77,10,Rain,1,1,99,11,43,81.47
17.1,7,Rain,1,0,47,9,34,79.11
13.42,1,Fog,1,0,68,7,49,53.21
7.72,8,Clear,0,0,38,8,54,45.37
9.78,5,Fog,1,0,95,8,41,61.88
15.56,3,Rain,0,0,90,6,33,54.85
17.73,10,Rain,1,0,49,10,54,89.23
15.06,10,Rain,1,0,91,9,29,88.32
13.88,4,Fog,1,1,67,15,56,84.05
12.94,9,Clear,0,0,91,5,40,58.94
18.23,10,Clear,1,1,99,13,28,100.97
33.21,4,Rain,1,0,86,4,59,97.29
5.93,7,Rain,0,1,98,7,34,64.26
11.84,10,Clear,1,0,26,10,34,70.25
4.46,7,Rain,1,1,100,7,52,70.82
30.44,9,Fog,0,0,36,4,53,91.02
23.61,1,Clear,1,1,79,5,57,78.23
33.48,7,Clear,1,1,64,1,60,104.51
10.24,8,Clear,1,1,86,7,46,74.94
20.88,6,Clear,0,0,21,10,54,63.54
24.87,5,Clear,1,1,64,1,33,85.72
13.84,2,Fog,1,0,98,1,39,52.39
8.58,7,Rain,0,0,28,6,40,49.63
23.25,2,Fog,1,0,70,3,37,70.82
22.47,3,Fog,1,0,41,4,28,68.61
6.09,5,Clear,0,0,95,4,42,36.19
5.81,1,Rain,0,1,22,6,24,42.36
16.01,3,Fog,0,0,84,13,38,61.42
34.99,7,Rain,0,0,87,5,30,99.57
23.58,1,Clear,0,0,46,11,22,61.31
31.12,2,Rain,0,1,90,3,30,89.57
3.3,7,Rain,1,0,45,1,25,47.29
32.99,6,Clear,1,0,34,1,40,90.0
21.74,2,Fog,1,0,26,3,51,63.84
12.27,7,Clear,1,1,94,3,21,73.51
19.01,2,Rain,0,1,51,15,58,77.84
20.26,2,Clear,1,1,84,0,22,70.44
23.33,4,Fog,1,1,76,10,23,95.2
14.42,4,Fog,0,0,54,8,40,53.51
4.88,3,Fog,0,1,28,10,20,44.04
19.43,8,Fog,0,1,81,7,50,86.58
23.88,2,Clear,1,1,90,15,32,92.36
7.58,1,Rain,1,1,96,7,26,59.83
30.0,1,Fog,1,1,64,4,58,90.72
34.27,7,Fog,1,1,69,8,25,120.91
21.91,3,Clear,0,1,71,9,32,72.52
16.21,1,Clear,0,1,59,2,24,51.99
13.68,4,Clear,0,0,93,8,21,48.4
33.67,8,Rain,0,0,72,10,20,103.74
4.22,4,Rain,0,0,20,13,51,38.61
3.28,5,Clear,1,0,62,8,46,40.26
31.18,10,Clear,0,1,78,4,30,102.25
27.28,7,Clear,0,1,98,15,57,100.94
23.19,10,Rain,1,0,41,3,26,89.29
31.33,9,Clear,0,1,39,12,51,106.36
27.61,7,Rain,1,1,29,15,33,116.17
3.02,8,Rain,0,1,27,13,57,60.31
20.7,2,Fog,1,1,65,6,23,80.99
15.31,6,Rain,0,1,74,12,53,79.55
28.96,3,Fog,0,1,37,15,40,94.25
2.79,4,Rain,0,1,54,4,33,44.05
5.23,3,Rain,0,1,50,3,31,42.01
27.95,4,Clear,0,0,31,10,28,74.27
12.52,6,Fog,0,1,73,0,42,60.94
20.55,4,Clear,0,1,47,4,44,65.57
14.59,3,Clear,0,0,50,11,20,48.71
19.75,7,Fog,0,1,99,4,44,82.32
7.21,7,Rain,0,0,76,8,53,53.67
26.49,10,Rain,1,0,81,12,21,109.1
9.47,7,Clear,1,1,38,15,20,76.58
21.2,7,Rain,0,0,69,14,25,82.42
3.11,4,Rain,1,0,63,2,41,40.7
6.53,6,Rain,0,0,41,1,53,38.19
34.28,6,Clear,1,0,45,5,40,96.69
11.83,2,Rain,0,1,31,10,47,59.89
9.06,4,Clear,1,0,38,8,60,45.48
4.91,1,Clear,0,1,99,5,40,36.26
6.78,8,Fog,1,1,95,11,44,79.18
29.3,4,Rain,0,0,43,8,55,80.89
8.94,3,Fog,0,0,36,0,29,32.32
33.68,8,Rain,1,0,28,15,41,116.67
10.8,5,Clear,1,1,21,14,32,68.34
14.74,5,Rain,1,1,100,14,54,91.88
23.4,5,Rain,0,0,20,12,52,76.0
21.51,5,Clear,1,1,81,9,25,88.82
15.56,6,Clear,0,0,50,9,25,57.88
32.85,8,Clear,0,1,21,2,60,94.1
9.53,9,Clear,1,1,21,0,58,64.17
11.63,3,Rain,0,0,72,10,46,53.59
8.93,2,Rain,1,1,73,6,52,64.53
13.15,6,Rain,1,1,99,15,40,93.52
24.06,1,Rain,0,0,34,1,47,58.14
14.11,7,Rain,0,1,84,6,44,76.33
32.79,2,Rain,0,1,56,4,20,94.12
31.65,4,Fog,1,0,92,12,37,101.03
2.24,2,Rain,1,0,56,0,27,29.67
2.72,10,Clear,1,1,85,12,30,69.26
28.19,7,Clear,0,1,41,1,22,83.91
7.8,9,Rain,1,1,34,15,53,84.78
16.21,9,Clear,1,1,37,11,31,86.1
21.19,10,Fog,1,1,95,2,56,101.66
30.08,10,Rain,0,1,72,15,46,119.33
21.41,1,Fog,1,0,22,2,39,60.96
26.36,6,Clear,0,1,73,12,35,91.71
33.65,7,Clear,1,1,52,14,34,117.14
23.97,3,Fog,1,0,41,3,51,72.09
31.62,5,Fog,1,0,89,2,20,94.01
10.44,4,Clear,1,0,34,9,59,50.8
9.22,6,Clear,0,1,63,1,57,49.91
2.16,4,Clear,1,0,63,6,41,35.83
25.88,5,Clear,0,0,99,10,35,75.62
34.64,8,Fog,1,0,36,6,56,105.63
27.3,7,Clear,0,1,63,15,34,100.18
15.27,10,Fog,1,0,95,5,29,80.7
4.62,2,Clear,0,1,89,6,59,39.26
10.68,8,Rain,0,0,98,15,30,71.79
10.5,7,Rain,0,1,34,1,49,61.88
20.51,1,Clear,1,0,30,5,55,58.58
11.93,5,Clear,1,0,62,0,34,48.43
9.42,2,Fog,1,0,69,7,47,50.78
29.5,6,Clear,1,1,37,7,29,99.01
22.57,6,Rain,1,1,99,7,20,101.19
17.87,3,Fog,1,0,35,9,37,65.03
15.13,2,Rain,1,1,60,2,40,68.67
26.52,10,Fog,1,1,85,10,56,118.33
27.57,3,Fog,0,0,29,4,39,69.8
34.34,4,Fog,0,0,81,6,38,90.48
27.4,4,Fog,1,1,89,12,26,106.47
33.09,10,Rain,0,1,36,11,47,117.73
7.57,3,Clear,0,0,86,10,38,36.39
22.77,7,Clear,0,0,67,5,35,69.13
5.84,6,Rain,1,0,32,13,50,60.85
9.77,2,Fog,1,1,83,6,22,60.91
22.63,2,Clear,0,0,52,13,36,62.22
23.37,1,Rain,1,1,96,7,21,89.59
4.88,8,Clear,0,1,39,9,35,51.83
21.5,5,Clear,1,0,90,1,37,70.13
16.94,8,Clear,0,0,68,11,46,66.1
7.09,6,Clear,1,1,39,8,44,60.09
30.03,7,Fog,1,0,99,8,52,102.03
33.31,1,Rain,0,1,95,4,51,93.25
17.5,1,Rain,1,1,38,9,58,74.67
11.61,9,Rain,1,1,90,10,57,91.61
5.94,5,Rain,1,1,36,15,57,71.94
11.02,1,Clear,1,1,78,14,28,64.49
32.23,10,Fog,0,0,71,14,39,108.14
3.74,3,Clear,0,1,43,3,22,34.54
19.5,8,Clear,0,1,62,13,26,84.29
28.32,8,Clear,0,0,77,3,34,82.08
11.67,10,Fog,1,0,95,13,40,81.26
22.69,7,Fog,0,0,52,1,28,66.56
19.96,1,Rain,0,0,95,14,30,69.37
30.21,4,Fog,1,0,32,15,39,98.79
10.55,4,Rain,1,0,78,15,23,67.38
33.65,5,Clear,1,1,47,8,32,107.94
3.39,5,Clear,1,1,20,1,34,43.8
32.87,2,Fog,0,0,35,0,33,71.6
26.8,3,Fog,1,1,44,4,28,92.12
23.78,9,Clear,0,1,45,15,60,96.39
7.76,9,Clear,0,0,22,7,50,46.45
15.6,7,Rain,1,1,33,7,29,83.55
32.89,2,Fog,1,0,46,0,44,84.71
12.37,10,Clear,0,1,70,4,47,68.71
10.7,8,Fog,0,0,52,14,58,63.15
26.53,9,Clear,0,0,99,3,40,81.0
14.8,5,Rain,1,0,49,10,30,72.01
22.54,2,Clear,1,1,87,6,45,79.32
13.28,4,Clear,0,0,47,15,52,52.74
21.86,6,Fog,1,0,52,8,59,80.96
12.63,6,Clear,1,1,54,7,39,72.69
32.14,3,Rain,0,1,63,0,55,90.56
21.68,8,Rain,1,0,35,3,41,84.37
13.57,6,Fog,1,0,28,9,38,65.6
29.29,6,Rain,1,0,34,7,52,95.62
30.59,7,Rain,0,0,79,2,24,88.72
21.86,5,Rain,0,1,69,14,34,91.5
17.85,1,Fog,1,1,71,11,23,76.4
7.3,9,Clear,1,0,84,12,52,64.92
15.76,9,Clear,0,0,29,9,32,62.68
30.5,8,Rain,1,0,92,5,46,105.44
24.21,9,Rain,0,1,74,7,52,98.66
15.98,5,Fog,0,0,35,6,33,53.79
12.86,4,Rain,1,0,73,2,55,60.79
11.44,5,Fog,0,0,36,12,55,52.75
32.18,7,Clear,1,0,91,12,50,105.29
17.94,7,Clear,0,1,87,4,30,72.53
31.87,4,Fog,1,0,75,0,36,90.1
19.27,6,Clear,0,1,23,5,25,66.73
28.06,1,Rain,0,1,25,5,22,82.0
5.73,8,Rain,0,1,68,3,47,58.05
20.26,4,Fog,1,0,100,7,25,78.4
19.71,6,Clear,1,0,23,3,60,63.4
27.46,4,Fog,0,0,57,6,27,76.79
14.13,4,Rain,0,0,32,8,32,54.32
23.57,3,Rain,1,0,48,15,40,85.55
18.22,3,Fog,0,1,90,0,36,66.38
32.14,4,Fog,0,0,48,5,49,83.56
13.72,8,Clear,1,0,23,15,47,71.41
29.28,5,Rain,1,1,23,10,22,106.77
33.69,1,Rain,1,0,75,4,34,91.79
34.15,10,Clear,1,0,68,9,59,112.82
17.18,5,Rain,1,1,47,5,23,83.16
18.74,4,Fog,1,1,46,15,21,91.36
3.25,4,Rain,1,1,45,11,58,61.02
27.06,8,Rain,0,1,76,12,49,107.83
5.84,1,Clear,1,0,37,11,47,36.96
22.96,8,Fog,0,1,74,13,56,96.71
24.18,1,Fog,0,1,26,14,41,77.11
19.95,3,Clear,1,0,42,14,20,72.23
34.68,6,Rain,1,1,46,14,38,124.09
31.48,3,Clear,1,1,91,2,35,95.39
33.34,7,Clear,1,1,51,0,49,103.82
25.78,7,Fog,1,1,35,12,47,105.29
16.67,6,Fog,1,0,92,15,51,83.24
24.2,5,Clear,0,1,98,2,53,78.09
3.48,2,Clear,0,0,26,3,58,15.89
9.21,5,Clear,1,1,96,0,51,60.09
12.41,3,Clear,1,0,44,15,27,58.76
3.06,2,Rain,0,1,92,1,38,39.86
7.7,3,Fog,0,0,66,13,28,43.15
10.6,4,Clear,1,1,68,8,32,65.92
31.56,9,Rain,0,1,91,4,31,110.15
23.59,10,Rain,0,1,63,0,57,92.82
18.8,10,Rain,0,1,63,12,41,95.25
18.17,5,Rain,0,0,25,13,44,68.65
4.35,2,Fog,1,1,21,2,25,41.95
31.01,6,Fog,1,0,84,15,57,108.47
23.61,9,Clear,1,0,99,6,43,88.04
17.9,10,Rain,0,1,62,5,20,87.39
31.11,5,Fog,1,1,66,3,51,105.26
22.68,10,Fog,1,1,27,8,50,101.86
31.64,1,Fog,0,0,42,10,50,77.31
29.93,8,Rain,0,1,24,14,59,110.97
19.65,4,Clear,0,1,93,3,41,66.32
14.53,3,Clear,1,1,20,14,44,70.09
12.49,1,Fog,0,0,21,4,51,36.69
5.19,1,Clear,1,1,69,13,36,50.65
22.88,7,Fog,0,0,92,1,20,70.42
9.65,2,Fog,1,1,91,13,28,69.32
7.0,2,Fog,0,0,33,13,41,39.39
4.87,4,Fog,1,1,43,1,33,49.72
27.04,1,Clear,1,1,42,12,29,89.36
27.98,5,Rain,0,0,24,0,42,70.96
9.79,4,Rain,0,0,90,2,33,44.56
34.42,3,Rain,0,0,89,0,24,84.68
25.86,4,Rain,1,1,69,5,46,95.61
27.25,5,Fog,0,1,82,15,33,101.92
9.7,9,Rain,0,0,37,15,56,67.17
3.43,7,Rain,0,0,62,2,45,39.29
8.51,7,Rain,1,0,49,5,42,58.02
3.32,7,Fog,0,1,69,7,36,52.89
2.48,2,Clear,0,0,90,13,40,30.26
6.63,8,Rain,1,1,25,11,38,74.6
29.23,2,Fog,0,1,55,9,39,86.89
14.87,3,Rain,0,1,86,14,23,77.03
5.58,3,Clear,1,0,37,5,46,36.9
24.77,10,Rain,1,0,49,13,29,106.41
7.81,8,Fog,0,0,91,13,59,60.19
27.88,10,Fog,1,0,44,4,48,97.73
9.16,9,Clear,0,0,36,3,54,44.85
20.94,4,Fog,0,1,57,15,24,83.22
8.74,8,Rain,0,0,78,9,34,57.58
14.63,4,Fog,1,1,35,6,51,72.53
10.89,5,Clear,1,0,60,1,20,46.4
7.09,4,Clear,0,1,86,2,25,43.69
14.34,8,Rain,0,1,57,10,32,80.28
34.09,10,Rain,0,0,98,12,30,113.09
3.7,8,Clear,1,0,100,10,43,55.73
6.19,5,Rain,1,1,75,6,57,63.86
21.53,10,Fog,1,0,75,8,60,93.44
2.97,2,Rain,1,0,22,9,39,38.39
20.0,2,Fog,1,1,84,9,58,84.93
16.3,7,Clear,0,1,24,2,54,64.29
21.99,4,Fog,1,1,71,13,22,96.42
23.09,5,Fog,0,1,38,7,43,81.38
34.45,7,Fog,0,1,28,0,49,99.82
34.79,8,Fog,0,0,85,11,51,106.29
31.01,2,Clear,0,0,57,4,36,69.96
5.42,9,Fog,0,0,99,14,21,58.92
13.72,5,Rain,1,0,37,14,60,72.86
16.89,10,Clear,0,0,85,2,50,66.1
18.74,6,Clear,0,1,29,12,45,75.32
34.31,1,Clear,0,1,92,13,58,97.74
17.28,9,Fog,0,1,83,4,23,79.61
34.87,1,Rain,1,0,72,4,50,93.18
13.38,10,Fog,1,1,51,8,31,87.73
14.36,8,Fog,0,1,40,8,55,75.47
5.43,8,Rain,1,0,83,10,28,65.58
23.87,6,Rain,0,1,59,13,45,94.92
26.89,2,Clear,0,0,86,15,24,75.48
16.62,6,Fog,0,1,85,10,36,78.85
32.16,4,Rain,0,1,39,14,54,104.08
22.94,9,Clear,1,0,44,1,58,80.22
11.08,3,Clear,0,1,97,12,45,57.56
19.05,2,Fog,0,0,84,3,45,53.35
9.14,10,Rain,0,1,95,1,50,70.79
5.99,5,Rain,0,1,37,4,36,50.68
30.19,8,Clear,1,0,24,4,42,91.7
18.65,10,Fog,0,1,52,3,21,81.42
16.68,3,Clear,1,1,85,6,45,71.92
12.9,1,Clear,1,0,95,13,49,54.84
28.12,7,Clear,0,1,75,4,47,88.46
2.51,10,Rain,1,1,61,14,55,78.0
4.73,1,Rain,0,1,94,3,27,40.7
4.55,4,Fog,1,1,24,5,37,51.63
